CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Maruti Suzuki Swift,2016,1907.3,76.8,53.3,92.4,34.7,24.51,14.42,32.2,P0171
Mahindra XUV300,2015,2887.2,110.2,62,95.6,50.45,3.96,0.11,26.9,P0300
Hyundai i20,2018,2092.2,85.7,84.3,92,42.67,4.41,-1.76,23.6,P0300
Hyundai Creta,2024,3387.1,132.9,49,94.5,60.99,15.29,13.1,30.8,P0171
Maruti Suzuki Vitara Brezza,2021,979.4,30.6,21,94.8,4.01,0.71,-1.78,18.5,P0101
Jeep Compass,2023,1924.7,75.3,35.9,92.6,7.67,0.27,-0.16,25.7,P0101
Tata Altroz,2018,2100,42,83.8,88.7,42.23,-1.46,0.58,26.2,P2463
Mahindra Scorpio-N,2016,970.1,40.7,76.7,94.2,22.69,-5.33,-0.17,17.7,P0300
Maruti Suzuki Vitara Brezza,2016,2100,42,81.1,93.4,54.98,0.96,-1.23,24.9,P2463
Mahindra Marazzo,2015,1204.5,49.3,21.4,92.6,22.16,0.93,-1.05,15.7,None
Volkswagen Taigun,2023,1826,75.9,39.6,88.9,33.09,-1.85,1.65,26.3,None
Mahindra XUV700,2016,2296.3,85.1,53.4,112.9,41.73,-0.14,-0.1,30.5,P0117
Maruti Suzuki Vitara Brezza,2019,2032.4,62.8,75.9,94.7,30.43,-0.79,1.49,21.9,P0300
Kia Sonet,2018,1275.9,45.7,26.9,88.7,5.06,1.4,1.67,21.3,P0101
Mahindra Thar,2022,3444.7,136.6,76.5,93.4,61.92,-3.62,-0.29,22,P0300
Toyota Glanza,2021,2565.9,96.5,51.2,88.2,45.9,20.47,14.82,33,P0171
Tata Tigor,2020,3592.8,127.5,74.4,92.4,58.96,7.53,-1.29,23.9,P0300
Mahindra Marazzo,2021,2292.8,98.4,83.5,93.8,44.13,-4.67,-1.52,18.2,P0300
Honda Amaze,2016,1653.9,70.5,25.7,130.8,29.39,-1.45,-1.76,19,P0117
Maruti Suzuki Celerio,2016,1985.8,69.7,45.5,93.5,35.7,18.89,16.12,26.8,P0171
Maruti Suzuki Swift,2017,1880,77.6,35.2,91.9,34.08,19.53,17.8,21.7,P0171
Maruti Suzuki Celerio,2023,3150.3,121.9,54.2,95,12.56,1.56,-0.79,31.3,P0101
Audi Q5,2015,1869,90.7,61,88.2,39.47,4.06,-1.96,20.7,P0300
Ford Endeavour,2018,1953.1,42,82.4,94.5,34.77,1.09,1.13,31.8,P2463
MG Astor,2018,1648.4,58.8,67.1,93,28.17,3.92,-1.35,31.4,P0300
Mahindra Bolero,2016,1353.4,55.7,29.8,135.5,24.45,1.48,1.29,21.7,P0117
Tata Sierra,2019,2184.8,99.4,66,89.6,44.64,-5.35,0.17,24.6,P0300
Tata Tiago,2017,1682.8,62.8,26.5,90.3,6.76,1.95,1.62,20.4,P0101
Mercedes-Benz GLC,2016,2654.9,106.7,45,90.6,47.55,15.38,13.63,28.8,P0171
Hyundai Alcazar,2022,2114.2,85.5,22.2,88.2,38.09,23.7,12.37,15.8,P0171
Maruti Suzuki WagonR,2020,1985.7,83.4,31.4,90.7,7.9,1.49,0.3,21.1,P0101
Skoda Kushaq,2023,3578.7,122.7,77.9,88.8,58.71,0.46,-0.65,19.6,P0300
Mahindra XUV700,2021,3550.3,131.7,84.6,95.7,59.47,-5.15,0.46,21.7,P0300
Maruti Suzuki Alto,2021,1709,66.9,53.5,89.8,30.75,-0.37,-1.12,33.7,None
Tata Sierra,2019,2030.2,42,80.7,93.2,37,-0.9,-1.16,17.7,P2463
Volkswagen Taigun,2016,1355.7,48.9,19,90.9,24.45,-0.14,-1.57,14.5,None
Kia Carens,2023,1430.4,48.7,20.5,91.3,25.75,0.24,1.97,14.5,None
Maruti Suzuki Celerio,2015,851.1,28.4,77.3,94.6,16.57,0.99,-1.09,27.6,P0300
Hyundai i20,2015,3178.5,118,34.1,112.7,56.74,-1.72,0.59,25.1,P0117
Mercedes-Benz GLC,2023,776.8,26.2,90.1,95.2,14.47,-0.18,-0.17,15.3,P2463
Tata Harrier,2022,2100,42,81.4,94.2,46.3,0.89,-0.77,22,P2463
Tata Nexon,2016,2727.1,106.9,52,92.4,48.64,-1.62,1.92,31.2,None
Toyota Glanza,2023,840.8,31.3,96.5,91,15.01,-1.69,-0.41,29.9,P2463
Mahindra Bolero,2020,836.7,32.8,73.7,90.9,17.73,-0.03,-0.01,15.3,P0300
Mahindra Bolero,2018,1728.9,62.4,35.8,95.2,6.91,-1.91,-1.09,23.6,P0101
Mahindra XUV700,2016,2190,84,37.6,120.1,39.81,-1.46,-1.48,22.1,P0117
Maruti Suzuki Baleno,2020,2100,42,98,88.9,51.05,-0.48,-0.03,22.3,P2463
Toyota Urban Cruiser,2018,2442.5,95,37.4,137.6,44.23,1.46,-1.38,24.3,P0117
Renault Kiger,2023,1342.9,54.8,39.1,92.2,5.35,1.45,0.29,27.1,P0101
Mahindra Bolero,2024,2207.8,77,22.8,89.6,40.16,22.49,12.68,18.1,P0171
Tata Nexon,2022,1763.9,59,76.1,92.6,27.35,4.76,-1.43,32.9,P0300
Hyundai Creta,2015,2921.4,95,79.2,88.7,47.46,-4.69,0.99,27.7,P0300
BMW X5,2020,2081.9,84.9,25.6,91.2,8.41,1.65,-0.28,20.6,P0101
MG Hector,2019,1017.1,36.8,23.3,92.7,18.38,-0.12,1.77,17.6,None
Maruti Suzuki Baleno,2019,1705.7,62.2,68.5,93.9,32.85,-5.9,0.52,28.6,P0300
Renault Kwid,2020,912.4,42.3,16.2,92.1,16.8,-1.9,1.77,16.2,None
Tata Tiago,2019,2133.3,90.3,64.4,92.2,44.6,7,1.22,17.5,P0300
Hyundai Alcazar,2021,2361.8,83.5,53.1,94.4,42.79,27.55,12.08,31.8,P0171
BMW X5,2023,2838.7,93.8,70.6,88.9,47.54,3.04,-1.25,19.5,P0300
Maruti Suzuki Baleno,2016,2511.5,89.8,39.6,131.8,44.73,0.34,-1.79,25.2,P0117
Mahindra Marazzo,2018,1380,42,95.8,93.2,24.58,-0.54,-0.13,27.1,P2463
Kia Seltos,2019,1067.4,42,85.4,91.7,19.64,-0.46,-0.24,30.6,P2463
Audi Q5,2021,1121.2,41.6,89.9,95.1,20.51,-0.82,0.83,27.6,P2463
Toyota Fortuner,2021,1049.2,42.6,26.5,95.1,4.11,-0.91,1.53,18.2,P0101
Mahindra Thar,2019,2189.2,97.7,70.5,89.7,44.82,5.3,-1.23,16.8,P0300
Honda Amaze,2024,2100,42,80.1,92.5,41.04,1.13,-0.09,23.4,P2463
Kia Seltos,2020,873.6,34.6,21.7,95.8,15.54,16.83,17.42,15.5,P0171
Ford Endeavour,2024,1353.4,52.2,81.5,90.5,23.73,0.39,0.01,18.1,P0300
Audi Q5,2021,1963.1,70.8,20.1,91.8,7.86,1.9,-0.88,15,P0101
Nissan Magnite,2022,1218.3,43.9,81.4,93.1,23.84,5.79,-0.21,16.3,P0300
Maruti Suzuki Vitara Brezza,2018,870.2,27.5,86.1,91.6,15.36,-0.25,0.15,28.5,P2463
BMW X5,2022,2246,68.3,77.9,94.7,34.19,-2.81,1.37,20.9,P0300
Skoda Kushaq,2021,1689.3,42,93.1,88.2,30.43,-1.83,-1.29,23.9,P2463
Mahindra XUV300,2022,2874.5,102.9,15.7,93.9,52.2,22.18,19.07,15,P0171
Hyundai Alcazar,2019,2180,86.3,35.3,95.2,39.61,25.15,20.73,23,P0171
Audi Q5,2023,1036,34.7,47.8,88.8,19.06,-0.32,1.4,27.8,None
Hyundai Alcazar,2019,991,31.2,27.8,94.6,18.28,17.57,13.83,18.4,P0171
Hyundai Alcazar,2017,2951.8,106.4,70,92,47.64,-5.69,-0.8,18.9,P0300
MG Astor,2023,1380.4,52.2,32.2,91.2,24.72,-1.03,-1.02,20.9,None
Mahindra Bolero,2018,1175.4,47.1,76.7,93.4,26.25,-0.5,-0.22,27.9,P0300
Hyundai Tucson,2024,1534.4,54.6,42.1,90.6,27.69,1.64,0.75,29.1,None
Hyundai i20,2019,1216.9,46.9,26.3,95.3,21.83,1.87,-1.93,19.6,None
Maruti Suzuki Swift,2018,1636,42,90.8,94.8,29.61,-0.61,1.19,18.9,P2463
Mahindra Marazzo,2022,1425.5,57.6,31.1,93.1,5.77,-1.16,-1.81,19.4,P0101
Maruti Suzuki Dzire,2020,902.1,33.6,47.2,94.4,16.66,21.94,14.07,27.9,P0171
Hyundai Venue,2019,2106.5,85.4,21.5,89.5,37.74,0.95,-0.75,16.3,None
Maruti Suzuki Baleno,2017,2046.4,92.1,62.6,88.1,42.52,6.86,1.23,25.2,P0300
Toyota Fortuner,2015,2100,42,90.4,90.8,62.64,1.4,1.05,19.5,P2463
Kia Sonet,2018,2100,42,91.8,88.6,53.97,-1.56,0.11,16,P2463
Maruti Suzuki Vitara Brezza,2016,1795.8,74.4,43.1,91,7.18,-1.96,-1.92,24.8,P0101
Ford EcoSport,2020,1895,73.7,24.3,135,34.23,0.28,0.59,17.7,P0117
Hyundai Tucson,2019,1534.5,42,80.3,92.9,27.56,1.68,-0.81,24.5,P2463
Hyundai i20,2023,2707.4,96.6,35.1,90.2,48.8,23.19,20.2,22.5,P0171
Maruti Suzuki Alto,2016,2103.2,82.7,71,93.8,41.85,-7.92,0.59,16.2,P0300
MG Astor,2023,2100,42,97.9,88,45.45,-0.77,0.73,22.9,P2463
Tata Punch,2022,772.6,28.9,95.6,93.1,13.88,0.15,-0.79,15.1,P2463
Toyota Fortuner,2022,2775.6,109.7,34.6,88.6,50.3,23.09,21.61,21.9,P0171
Volkswagen Taigun,2020,2736.1,106.8,61.1,91.4,52.42,-4.6,0.94,30.7,P0300
Volkswagen Taigun,2022,2975.5,118.7,34.9,90.4,53.72,16.02,15.82,24.4,P0171
Toyota Fortuner,2023,3626.1,133.5,80.8,94,61.35,-7.5,-1.19,17.3,P0300
Renault Kwid,2023,1058.5,45.4,41.9,89.9,19.43,1.73,0.46,27.5,None
Jeep Compass,2016,2565.1,94.3,48.3,91,46.28,20.97,15.99,31.5,P0171
Nissan Magnite,2024,3408.3,123.5,51.8,88.7,61.58,-1.43,0.7,31.1,None
Hyundai Venue,2018,1124.8,39.4,31.9,94.9,20.5,0.86,0.92,23.2,None
Hyundai Creta,2019,1609.2,64.2,33.3,90.8,28.64,0.34,0.53,20.3,None
Hyundai Venue,2021,2031.1,70.8,28.7,90.9,36.23,0.44,0.86,20.8,None
Mahindra Bolero,2017,2100,42,82.7,92.9,48.93,0.15,0.71,19.1,P2463
Hyundai Alcazar,2019,3050,114.7,15.3,88.1,54.88,20.62,15.99,15.2,P0171
MG Hector,2015,2473.9,93.5,21.6,90.7,44.97,0.74,-1.76,15.7,None
Kia Carens,2015,3338.9,120.8,38.8,90.3,13.39,-0.49,-1.71,25.1,P0101
MG Hector,2020,3013.6,112.4,50.6,90.4,54.21,0.56,0.7,32.9,None
Maruti Suzuki Ertiga,2020,3165.4,120.7,47.4,92.8,57.41,21.69,20.84,29.3,P0171
Honda City,2019,1827.7,76.2,45.5,90.8,33.14,-0.08,-1.38,26.6,None
Kia Carens,2022,3462.9,133.6,31.9,94.2,62.14,1.89,1.81,23.7,None
Volkswagen Virtus,2023,1356.1,58,61.5,92.4,24.78,-2.78,0.12,34.1,P0300
Mercedes-Benz GLC,2024,1562.6,75,77.5,93.9,32.2,0.62,-0.41,13.6,P0300
MG Astor,2018,2769.5,102.2,40.8,94.3,49.9,18.22,20.67,26.7,P0171
Mahindra Scorpio-N,2023,856.8,32.7,15.1,94.8,15.27,19.61,15.79,13.2,P0171
Ford EcoSport,2017,1083.3,47.7,50.8,128.8,19.81,-1.46,-0.67,32.3,P0117
Honda City,2022,1686.1,58.1,38.2,91.2,30.18,20.41,20.38,23.9,P0171
Maruti Suzuki WagonR,2023,1348.6,53.3,33.4,94.2,23.99,19.2,14.29,21.4,P0171
Jeep Compass,2022,3112.9,122.2,28.2,95.1,55.77,17.51,13.34,19.9,P0171
Volkswagen Virtus,2017,1415.6,42,94.7,94.6,25.54,-0.43,-0.41,32.3,P2463
Mahindra Thar,2023,1442.3,52.9,25.2,94.1,25.77,20.9,15.04,16.6,P0171
Kia Seltos,2022,2277.9,80.8,41,95.7,40.96,27.87,16.74,25.6,P0171
Maruti Suzuki Ertiga,2023,2241.3,84.3,25.4,95.4,9.01,1.64,-1.89,20.4,P0101
Maruti Suzuki Vitara Brezza,2024,1270.2,47.8,21.4,89.7,5.14,0.07,0.96,19.3,P0101
Skoda Kushaq,2023,2012.2,71.6,40.3,137.4,36.12,-1.15,-0.17,24.9,P0117
Tata Sierra,2016,2482.3,97.3,77.2,95.2,48.91,3.62,1.54,27.4,P0300
Ford Endeavour,2018,3318.4,133.7,22.1,128.7,59.7,-0.34,0.64,15.8,P0117
Maruti Suzuki Celerio,2017,2908.8,104.5,40.8,94.2,52.55,1.28,0.85,25.1,None
Toyota Fortuner,2022,947.3,37,50.7,92.3,17.1,17.17,20.7,29.3,P0171
Maruti Suzuki WagonR,2023,3153.9,123,41,89.9,57.23,20.02,19.39,26.1,P0171
Hyundai Tucson,2018,1493.8,56.1,34.1,89.8,26.97,-0.24,-1.59,23.1,None
Maruti Suzuki Ertiga,2023,1511.9,52.4,35.7,89.9,26.86,-1.13,1.93,25.6,None
Honda Amaze,2022,1582.3,67.5,62.5,95.1,29.23,-6.47,1.08,19,P0300
Maruti Suzuki Ertiga,2017,1450,59.6,33,93.6,5.74,-1.9,1.82,23.7,P0101
Skoda Kushaq,2021,1109.5,22.2,64,94.4,13.6,1.1,0.54,22.9,P0300
BMW X5,2016,3285,118.7,29.8,114.2,58.87,1.57,-1.8,20.2,P0117
BMW X5,2021,913.9,27.8,47,92.2,16.74,-1.2,-1.77,31.4,None
Tata Harrier,2015,2100,42,81.3,93.2,46.5,-0.21,-0.88,26.4,P2463
Volkswagen Taigun,2023,1632.2,65.4,54.9,120.1,29.49,0.97,0.16,34.3,P0117
BMW X5,2021,2100,42,84.8,93.7,40.25,-1.49,-1.96,32.3,P2463
Hyundai i20,2023,2869.9,104,52.4,91.9,11.49,-1.59,1.47,33.8,P0101
Mahindra XUV300,2015,2134.1,87.8,28.8,91.4,37.93,27.06,20.26,19,P0171
Mercedes-Benz GLC,2017,3487.7,135.8,39.7,93.2,62.52,0.67,-1.49,23.7,None
Hyundai Creta,2021,808.5,22.9,21.5,92.9,3.26,-1.77,0.14,19.1,P0101
Hyundai Verna,2016,1908.5,42,82.5,89.3,34.64,-1.48,1.52,28,P2463
Renault Kwid,2024,2202,83.4,37.6,128.6,39.69,1.67,1.6,24.7,P0117
Skoda Slavia,2023,2520,97.3,42.9,94.3,45.72,1.52,0.28,28.7,None
Tata Punch,2021,811.1,24.9,34.8,92.2,14.49,0.57,-0.84,22.8,None
Ford EcoSport,2017,3231.5,109.2,68.7,95.9,53.21,6.51,-0.92,24.6,P0300
Maruti Suzuki Alto,2021,2502.6,92.2,15.3,113.9,44.71,-0.92,-0.46,12.3,P0117
MG Hector,2020,2299.2,100.4,78.2,91.9,45.07,3.22,-0.17,29,P0300
Toyota Fortuner,2022,1516.8,43.3,76.7,90.4,23.74,1.59,0.61,23.8,P0300
BMW X5,2024,1560,65.5,36.4,94.1,28.12,-0.7,1.29,24.3,None
Volkswagen Virtus,2024,2470.6,89.3,32.2,126.4,44.61,1.44,-0.83,22.4,P0117
Mahindra Thar,2016,3045.9,116.8,50.9,126.1,55.05,-1.52,1.13,32.5,P0117
Hyundai Alcazar,2019,1443.7,54.3,29.9,94.7,25.79,1.55,-1.5,18.7,None
Tata Sierra,2015,1232.4,40.3,47.7,125.7,21.85,-0.16,-1.99,27.5,P0117
Mahindra Thar,2019,2381.3,88.7,30.3,91.6,9.49,0.23,-1.16,20.3,P0101
Maruti Suzuki Dzire,2018,3153.2,119.3,48.4,90.7,12.54,-0.86,0.95,29.5,P0101
Jeep Compass,2023,2100,42,80.7,93.2,52.73,-0.11,0.18,23,P2463
Toyota Fortuner,2016,2401.1,88.3,73.3,95.9,42.91,-2.38,-0.23,15.4,P0300
Maruti Suzuki Ertiga,2022,1033.8,33.5,49.6,133.5,18.91,-1.38,0.6,29.2,P0117
Mahindra Thar,2018,971.4,37.2,28.7,134.6,17.73,0.59,1.62,19.9,P0117
Kia Sonet,2019,1025.9,46.5,42.3,91.4,18.65,1.87,-1.47,27.5,None
Toyota Glanza,2016,3255.5,128.1,43.4,93.5,12.92,-0.96,0.68,26.4,P0101
Honda Amaze,2020,3253,129.3,22.8,91.4,58.85,20.16,21.71,17.3,P0171
Mahindra XUV700,2024,952.5,37,24.4,91.7,17.5,15.69,16.8,18.3,P0171
MG Hector,2016,1987.8,68.2,34.4,94.4,35.4,23.87,19.8,24.7,P0171
Honda Amaze,2019,3172.9,116.7,30.5,91.5,57.36,0.4,0.96,22.2,None
Skoda Slavia,2020,2100,42,85,91.9,53.39,-0.67,-0.32,30.4,P2463
Mahindra XUV700,2017,1113.2,44.9,62.3,90.1,21.7,-3.42,0.91,30.2,P0300
Kia Sonet,2024,2653.3,99.5,45.6,94.2,48.24,15.66,21.43,30.3,P0171
Ford Endeavour,2019,2100,42,81.4,95.1,41.87,-0.56,1.67,21.1,P2463
Mahindra Marazzo,2023,1521.5,60.6,29.4,88.6,27.31,-1.38,0.77,20.2,None
Skoda Kushaq,2022,866.9,39.8,29.1,95.9,15.21,-0.77,1.6,18.8,None
Skoda Slavia,2017,2100,42,81.2,93.6,56.71,-1.01,1.25,20.5,P2463
Hyundai i20,2021,2592.5,92.3,53.4,95,46.57,1.82,1.79,31.4,None
Maruti Suzuki WagonR,2016,2949.8,108.4,29.8,131.9,53.05,-0.72,0.13,22.1,P0117
Tata Altroz,2016,1607.3,77.7,84.1,92.4,36.16,7.5,1.2,31.2,P0300
Maruti Suzuki Celerio,2016,2100,42,82.7,92.9,53.46,1.08,0.75,25.9,P2463
Kia Seltos,2016,2100,42,97.1,94.1,46.82,1.23,1.68,23.5,P2463
Jeep Compass,2021,1050.6,42.9,41.2,95.3,19.34,-1.46,-0.59,25.5,None
Ford EcoSport,2021,1031.2,39,86,94.2,18.49,-1.96,1.78,27.1,P2463
Honda City,2022,2100,42,95.2,95.5,52.95,-0.69,-0.11,25.6,P2463
Mahindra XUV700,2021,1251.9,51.4,28.8,93.3,4.99,1.8,0.6,21.9,P0101
Maruti Suzuki Ertiga,2019,627.6,35.2,69.5,95.3,15.49,-5.91,-0.67,28.7,P0300
Kia Carens,2020,3390.6,125,50.8,94.5,61.38,0.17,-0.98,30.5,None
Honda City,2021,3377.2,123,75.8,95.5,59.81,-1.61,-0.45,13,P0300
Tata Safari,2022,1387.3,55.6,54.1,93.7,24.9,-0.89,-1.17,31.8,None
Maruti Suzuki WagonR,2017,1930,42,86.3,89,34.44,-0.58,-1.67,15.8,P2463
Maruti Suzuki Dzire,2015,2234.7,88.6,50.1,94,40.54,0.16,-1.01,31.3,None
Nissan Magnite,2022,973.4,39.1,81.4,92.1,15.89,1.11,1.69,31,P0300
Kia Sonet,2015,3442.8,125,49.1,88.8,61.97,1.93,-1.34,28.5,None
Toyota Innova Hycross,2022,2100,42,89.1,91.1,40.26,0.09,-0.8,17.5,P2463
Kia Sonet,2023,3298.8,124,15.6,94.2,13.21,-0.25,-1.25,14.2,P0101
Maruti Suzuki Ertiga,2018,1206.4,48.8,46.3,88.1,21.5,-0.7,-1.59,27,None
Skoda Slavia,2023,3250.4,126.4,27.7,94.5,13.1,0.47,0.39,19.2,P0101
Hyundai Verna,2018,2844.3,106.9,23.3,88.9,50.97,23.37,20.09,19.3,P0171
Skoda Kushaq,2016,2108.4,77.3,70.4,90.4,37.31,5.46,-0.21,27.5,P0300
Tata Nexon,2015,2554.2,103.7,64,95.4,49.97,-0.98,-0.65,13.8,P0300
Hyundai Venue,2024,2267,80,48.1,90.4,9.05,-1.5,0.24,31.2,P0101
Tata Harrier,2018,1193.4,38,31.7,122.7,21.48,-1.74,-1.48,21.9,P0117
Renault Kiger,2019,2969.9,113.5,63.9,91.9,49.89,7.94,-0.63,21.5,P0300
Skoda Slavia,2017,3004.5,120.8,25.2,122,53.59,1.02,-1.04,16.8,P0117
Tata Punch,2021,1982.4,76.5,42.3,92.1,7.94,-1.46,-1.42,29.2,P0101
Mahindra XUV700,2015,817.1,32.7,66.7,94.6,16.25,4.72,0.66,32.5,P0300
Kia Carens,2019,1121.2,43.3,27.3,90.4,19.86,15.55,21.91,20.1,P0171
Hyundai Tucson,2018,1062.4,43,50.1,114.9,19.3,0.31,1.39,29.9,P0117
Kia Carens,2018,3213.7,120.7,67.8,90,58.54,-7.82,-1.01,15.1,P0300
Mahindra XUV300,2024,1120,57.7,69,93.1,25.79,3.03,1.68,30.6,P0300
Toyota Urban Cruiser,2015,2100,42,85.1,90.6,41.49,-0.98,1.66,26.2,P2463
Mahindra XUV300,2017,1115,41,46.1,94.1,4.39,1.02,-1.9,26.3,P0101
Tata Tiago,2017,2126.1,86.6,28,125.2,38.07,-1.08,0.5,22.5,P0117
Maruti Suzuki Dzire,2015,1481,56.3,49.8,93.8,26.23,20.14,20.8,31.5,P0171
Kia Sonet,2021,1713,62.9,48.1,91,30.96,19.41,17.46,27.1,P0171
Maruti Suzuki Baleno,2017,2917.3,109.8,48.7,92,11.67,-1.85,1.63,29.5,P0101
Mahindra XUV700,2016,3327.3,126.3,52.8,92.2,59.43,-1.21,0.9,29.7,None
Hyundai Tucson,2016,1696.6,61.1,37,96,6.84,-0.67,-1.33,25.8,P0101
Skoda Slavia,2024,2331.8,76,61,91.8,35.62,-4.75,0.93,23.3,P0300
Maruti Suzuki Alto,2017,2840.4,103.3,36.8,93.5,51.35,23.09,14.1,23.1,P0171
Tata Harrier,2015,2670.2,95.3,43.7,90,48.07,19.65,18.27,29.2,P0171
Toyota Urban Cruiser,2016,3024.9,115.9,26.8,89.2,54.62,26.95,21.81,19.4,P0171
Tata Nexon,2015,1786.8,72.1,53.8,90.7,31.73,24.52,18.25,30.9,P0171
Hyundai Verna,2018,2915.3,104.5,44.2,130.6,52.9,0.58,0.67,26.9,P0117
Kia Carens,2024,3295.3,119,15.7,128.8,59.73,-1.12,1.18,15.7,P0117
Maruti Suzuki Baleno,2019,1249.9,42,96.2,90.4,22.57,-1.3,0.59,20,P2463
Honda City,2021,2100,42,93.7,89.6,45.42,-0.9,-0.72,26.6,P2463
Audi Q5,2021,3018.4,107.4,21.2,121.1,54.67,0.3,-0.67,16.2,P0117
Tata Safari,2022,3000.9,110,29.3,135.5,54.24,1.75,-1.64,23.3,P0117
Maruti Suzuki Vitara Brezza,2015,2100,42,83,95.1,50.67,-0.23,1.97,32,P2463
Tata Nexon,2024,1588.5,67.8,33.3,95.8,6.35,-1.29,-1.98,23.2,P0101
Ford EcoSport,2022,2100,42,93.8,89.4,42.86,1.97,-1.75,28.3,P2463
Maruti Suzuki Ertiga,2019,1593.7,54.5,49,94.3,6.38,0.1,-1.56,31.1,P0101
Maruti Suzuki WagonR,2021,2787.1,104.9,80.9,93.2,47.87,-4.54,-0.46,25,P0300
Toyota Fortuner,2021,2769.9,103.3,41.5,92.5,11.1,0.59,0.81,24.1,P0101
Mahindra Thar,2020,2082.6,83.2,39.6,130,37.23,0.26,1.33,26.9,P0117
Mahindra Bolero,2024,1792.3,42,88.6,90.4,32.29,-0.92,1.97,19.9,P2463
Mahindra XUV700,2024,987.3,36.9,28.8,127.5,17.39,-1.93,-0.74,20.1,P0117
Hyundai Verna,2023,2986.4,107.9,49.6,123.2,53.79,-0.58,0.29,28.4,P0117
Volkswagen Taigun,2023,1869.4,77.8,45,91.9,33.87,-0.86,1.79,29.8,None
Ford Endeavour,2015,1126.4,35.2,30.5,95.5,20.44,-0.32,1.51,22.4,None
Skoda Kushaq,2024,1516.3,42,85,89.1,27.2,1.36,-0.07,16.3,P2463
Maruti Suzuki Alto,2016,1335.5,31.5,80.1,94.8,17.32,4.15,-1.47,23.2,P0300
Tata Nexon,2021,3004.7,114.8,34,89.8,12.1,0.75,-1.88,21.1,P0101
Hyundai Tucson,2024,866.6,52.2,66.3,89.6,22.68,7.48,-0.82,33.3,P0300
Tata Punch,2021,2077,80.1,23.1,112.2,37.31,-0.25,1.87,19.6,P0117
BMW X5,2023,1186.6,37.6,74.2,91.4,18.27,6.66,-0.23,24,P0300
Skoda Kushaq,2017,2100,42,85.2,91,45.05,-1.89,0.11,32.5,P2463
Kia Carens,2019,1996.6,79.4,37.3,95.5,35.7,1.37,-0.73,22.3,None
Mercedes-Benz GLC,2022,3324.7,119.2,21.6,89.9,13.27,-0.17,1.59,19,P0101
Maruti Suzuki Swift,2016,2759.7,112.8,41.9,91.4,49.86,-1.84,0.96,26.7,None
Honda Amaze,2022,1268.1,44.2,39.6,93.7,5.03,1.09,-1.92,26.4,P0101
MG Astor,2017,915.8,28.4,38.3,130.8,16.05,0.07,0.85,24.7,P0117
Toyota Glanza,2015,2100,42,89.4,88.4,55.33,-0.6,-1.47,25,P2463
Honda Amaze,2017,1763.8,75,16.3,88.3,6.98,-1.36,-0.92,16.2,P0101
Toyota Innova Hycross,2021,1267.4,45.3,79,94.8,22.98,4.12,-0.45,16.4,P0300
Mahindra Bolero,2024,3269.7,130.5,31.9,95.6,59.01,19.63,15.7,22.9,P0171
Maruti Suzuki Celerio,2020,2377.9,90.9,31.4,92.2,9.49,1.91,0.52,21.6,P0101
Kia Sonet,2023,2076.1,77.1,30,131.6,37.02,0.61,1.49,19.9,P0117
Renault Kwid,2020,1306,42,91.1,95.8,23.26,-0.45,0.45,24,P2463
Mahindra Thar,2020,2397.6,85.3,40.6,95.4,42.94,-1.3,-0.24,24.1,None
Tata Tigor,2015,3036.9,111.1,45.9,92.3,55.07,1.98,0.94,27,None
Tata Harrier,2017,918.4,36,28.3,131.3,16.5,-1.7,0.2,20.1,P0117
Toyota Innova Hycross,2024,1527.3,57.9,49.3,94.2,27.26,1.38,-0.96,30.6,None
Tata Tigor,2024,3279.5,124.3,19.9,130.6,59.13,0.52,0.65,19,P0117
Mahindra Thar,2018,2100,42,94.3,93.9,41.84,0.14,1.59,29.2,P2463
Maruti Suzuki Vitara Brezza,2016,1187.7,46.7,33,90,21.86,17.81,17.84,22.7,P0171
Hyundai i20,2017,789,26.5,20.7,94.9,3.2,0.24,1.5,17.4,P0101
Maruti Suzuki WagonR,2022,2771.8,106.7,43.7,125.7,50.15,-0.31,1.25,26.4,P0117
Kia Sonet,2019,1518.8,72.3,70.1,95,32.1,-1.41,1.76,19.7,P0300
Nissan Magnite,2017,2075.1,84.2,15.9,89.3,37.16,16.29,18.93,12.9,P0171
BMW X5,2024,861.9,26.1,66.5,91.2,14.26,5.8,-0.66,32.7,P0300
Maruti Suzuki Swift,2018,1853.4,68.1,39.6,95.7,32.96,18.71,19.25,27.6,P0171
Tata Tigor,2020,2776,105.6,36.1,96,11.09,0.1,1.72,24.8,P0101
Tata Punch,2022,3467,129.9,40.6,92.4,62.73,1.48,0.18,25.7,None
Maruti Suzuki Baleno,2019,3218.7,130.2,37.3,93.1,57.78,18.57,20.29,25.7,P0171
Volkswagen Taigun,2016,2100,42,80.1,95.8,57.88,0.51,0.27,20.2,P2463
MG Hector,2017,1669.4,42,94.7,89.2,29.65,0.61,1.76,28.4,P2463
Mahindra Bolero,2024,1883.2,75.3,31.5,91.7,33.81,-1.09,0.9,20.7,None
Jeep Compass,2017,1886.2,79.4,66.4,89.5,40.74,1.05,0.55,22,P0300
Tata Punch,2022,1638.2,57.1,53.9,94,29.49,22.52,19.55,34.1,P0171
