ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TARGET_DTC
976.1,33.8,52.8,92.5,17.45,-0.85,0.22,28.0,None
2427.9,89.0,38.0,90.9,9.57,1.06,-0.04,20.4,P0101
2051.0,76.1,50.4,89.3,36.93,0.86,0.66,26.3,None
1292.3,45.5,28.4,95.9,23.12,0.38,-0.26,19.9,None
2798.0,100.7,35.4,91.3,50.69,-0.54,-0.9,23.8,None
2906.4,101.7,86.0,95.3,50.73,-0.44,0.82,23.9,P0300
1666.7,58.9,42.0,90.8,29.57,20.81,19.06,23.5,P0171
2337.3,77.4,33.2,88.0,42.5,1.01,0.4,20.7,None
1315.8,46.0,94.1,89.4,25.19,0.57,-0.26,27.7,P0300
1950.8,70.8,21.1,121.7,35.47,0.53,-0.33,13.9,P0117
1123.6,36.7,17.9,89.1,20.47,0.8,-0.92,15.1,None
1442.3,49.2,41.1,91.7,26.18,0.52,-0.77,21.2,None
2100.0,45.0,84.1,95.3,40.75,0.07,0.7,24.4,P2463
2519.1,89.1,39.3,94.5,45.44,0.52,0.34,21.6,None
2887.8,99.6,49.2,91.2,51.75,22.22,15.57,30.1,P0171
1150.6,43.3,27.4,118.4,20.87,-0.89,-0.98,18.6,P0117
2745.8,95.9,41.7,89.3,49.54,1.61,-0.77,25.6,None
1496.0,51.7,24.0,94.7,26.68,0.02,0.95,16.2,None
975.6,37.9,21.1,93.8,17.09,-1.6,0.77,16.7,None
2609.3,86.5,46.1,124.3,46.75,-0.8,0.89,23.9,P0117
1662.6,53.5,15.2,94.5,29.44,-0.85,0.08,9.6,None
1952.7,67.4,19.0,93.7,34.74,0.33,-0.99,11.8,None
2844.7,95.0,38.7,89.8,51.45,0.48,0.74,22.1,None
1332.2,43.1,39.4,94.7,5.4,-0.04,0.13,22.6,P0101
2128.6,71.6,16.3,89.7,38.69,-0.32,-0.91,9.9,None
2752.8,100.3,40.5,91.5,49.96,17.21,15.21,21.0,P0171
2025.3,78.3,46.4,91.0,39.8,-1.69,-0.49,14.8,P0300
1330.7,42.0,18.9,91.9,23.77,0.78,-0.25,12.1,None
793.1,26.5,30.2,93.2,3.12,0.72,-0.17,16.1,P0101
758.0,28.1,77.1,93.3,13.71,-0.88,0.37,20.5,P2463
2763.7,95.1,35.6,123.0,49.8,1.41,0.74,20.8,P0117
2995.4,101.8,24.4,121.2,53.8,-1.55,-0.25,16.7,P0117
2298.7,83.4,50.3,95.7,41.38,1.02,-0.69,25.6,None
2684.8,90.5,53.6,88.6,48.16,-0.19,-0.42,27.3,None
1870.8,68.8,48.7,93.0,33.67,-0.25,0.77,26.6,None
2461.2,89.9,48.1,95.8,9.96,1.39,-0.85,29.3,P0101
2704.0,98.4,24.8,95.5,10.95,-0.35,-0.53,18.6,P0101
3042.7,108.8,15.8,95.0,54.59,-0.85,0.35,12.8,None
795.9,31.5,50.6,89.0,14.79,-1.15,-0.96,26.7,None
1485.4,48.0,54.3,88.1,27.16,23.77,16.29,32.0,P0171
2856.4,99.4,46.8,94.2,11.25,1.79,0.85,26.4,P0101
1123.6,40.9,29.0,93.8,20.38,1.2,0.58,17.7,None
1592.4,52.9,47.8,90.7,28.54,-1.95,0.32,28.6,None
2642.3,91.8,17.2,89.0,47.99,1.37,0.81,14.4,None
1178.1,45.9,47.5,90.4,21.3,22.0,15.01,29.2,P0171
1697.7,55.6,51.2,95.6,30.52,-0.82,0.42,27.3,None
2913.8,105.5,28.4,95.6,51.97,20.51,14.41,18.3,P0171
904.2,34.7,43.7,92.7,16.18,1.95,-0.36,23.0,None
957.1,33.5,38.8,90.4,17.34,-1.73,0.04,21.9,None
3034.0,108.6,41.4,92.0,54.99,1.16,0.83,24.1,None
2157.1,74.8,16.3,92.6,38.7,1.1,-0.11,14.5,None
1662.0,56.8,41.3,89.1,30.11,0.72,-0.81,24.2,None
1713.6,61.4,35.1,117.1,31.29,-0.98,0.27,23.7,P0117
3032.9,107.7,20.5,90.4,54.12,20.3,17.78,13.3,P0171
2665.3,101.1,60.4,94.8,53.08,0.54,-0.04,15.5,P0300
2832.5,104.1,51.9,93.1,50.64,-0.62,-0.39,28.6,None
3035.4,102.8,26.8,89.1,55.12,24.89,19.76,15.2,P0171
2129.7,70.2,26.9,90.8,38.15,1.68,0.66,16.4,None
2962.1,104.7,29.0,94.5,52.83,-1.33,0.46,19.7,None
2493.7,86.6,25.1,89.4,45.05,-1.26,-0.53,13.5,None
2848.3,96.9,19.2,88.3,51.77,-1.78,-0.68,11.9,None
2956.4,99.5,51.0,93.1,52.97,-0.61,-0.04,26.5,None
2442.0,83.8,25.4,94.2,43.9,22.03,16.32,14.9,P0171
957.1,32.8,49.0,91.3,16.99,-0.82,0.19,26.3,None
1506.2,48.0,46.1,88.4,26.65,0.98,-0.11,25.1,None
1134.0,37.0,20.8,91.5,20.42,-0.05,0.37,15.9,None
1311.0,49.3,33.8,89.7,23.3,0.55,0.76,22.1,None
1797.8,62.9,15.6,93.7,32.72,23.78,13.75,12.0,P0171
3144.1,106.0,70.0,90.6,55.26,1.78,0.97,17.9,P0300
1450.0,47.7,45.0,92.3,26.07,-1.55,-0.11,22.5,None
2100.0,45.0,88.6,90.7,54.15,-1.42,-0.04,23.8,P2463
1677.4,54.1,45.2,95.8,30.24,-0.54,-0.45,23.6,None
1404.3,48.8,32.9,89.7,5.67,-1.3,-0.67,18.9,P0101
1040.4,32.4,23.0,88.2,18.6,-1.72,0.58,15.3,None
1579.6,54.8,24.4,88.8,28.69,-1.92,0.3,15.8,None
1025.6,36.5,51.3,88.7,18.44,-0.37,-0.06,30.2,None
1171.7,43.1,53.5,94.4,21.06,1.93,0.16,31.2,None
1042.1,35.6,84.1,89.7,18.67,0.73,-0.14,18.6,P2463
878.9,27.8,32.8,95.8,15.48,-0.06,0.05,17.9,None
1781.8,63.7,38.5,93.3,32.29,1.3,-0.01,20.5,None
1438.1,45.5,16.4,95.0,25.83,0.11,-0.68,9.5,None
1074.8,35.2,48.6,90.1,19.69,-0.64,-0.13,27.2,None
1175.4,41.2,30.6,94.9,20.82,0.97,-0.12,21.1,None
1007.2,36.3,44.6,91.4,17.66,-0.64,0.73,25.3,None
2187.2,72.3,26.1,88.7,39.36,-0.18,-0.13,17.2,None
2391.7,79.0,54.9,92.2,42.69,0.58,0.69,28.9,None
2518.8,84.5,48.8,88.6,44.91,1.58,0.45,27.3,None
1433.7,53.1,52.4,94.4,25.95,-1.58,0.41,29.3,None
814.5,31.0,87.2,88.9,14.27,1.41,-0.77,31.2,P2463
2224.5,77.9,38.2,91.7,39.82,-1.81,0.93,24.3,None
930.2,32.7,15.5,92.4,16.46,0.67,0.1,12.0,None
1704.9,63.8,52.2,94.4,30.78,-0.99,-0.88,30.7,None
925.0,30.9,32.1,94.0,16.8,-1.93,-0.92,19.3,None
2100.0,45.0,76.0,90.2,41.77,-0.59,-0.51,21.1,P2463
2332.7,81.9,38.6,92.3,42.45,-1.26,-0.2,23.8,None
2490.3,86.1,19.8,95.8,45.05,-1.8,0.43,12.1,None
1865.7,69.0,49.7,90.9,33.26,0.39,0.07,29.2,None
3030.4,108.0,48.3,89.8,54.45,0.24,-0.08,25.2,None
1807.6,66.6,84.7,95.9,33.16,-1.51,0.11,23.7,P0300
1288.5,42.3,32.6,94.8,23.3,-1.88,0.34,22.5,None
1026.9,33.4,49.8,112.1,18.23,-1.87,0.64,30.5,P0117
3112.3,107.0,42.0,88.7,12.29,-1.05,-0.36,26.7,P0101
2100.0,45.0,83.3,92.3,45.69,-1.53,-0.65,27.5,P2463
2100.0,45.0,93.7,95.7,51.17,-0.2,-0.27,19.4,P2463
2428.9,85.6,35.3,95.5,43.75,1.3,-0.19,21.3,None
3024.9,110.5,25.1,94.6,54.32,-1.65,-0.03,19.0,None
1868.9,67.8,40.9,91.9,33.57,0.43,0.45,22.4,None
3009.5,111.2,62.7,92.6,56.12,0.63,0.12,14.5,P0300
3074.5,105.6,35.9,94.5,55.64,-1.23,-0.84,20.4,None
2591.5,86.3,31.8,90.5,46.77,-0.24,0.48,21.7,None
2100.0,45.0,88.6,94.7,49.93,-0.89,-0.41,29.0,P2463
1341.2,44.7,21.1,88.5,24.23,1.61,-0.09,12.0,None
2100.0,45.0,84.7,93.6,55.4,1.27,0.28,15.9,P2463
2874.0,98.6,28.0,95.8,52.01,-1.6,0.66,19.0,None
2922.8,99.7,50.2,91.5,52.77,0.42,0.69,27.9,None
2389.0,84.7,51.0,92.6,43.04,1.68,-0.81,30.3,None
2499.3,86.3,53.4,91.3,45.29,-0.42,-0.86,27.7,None
2624.1,89.2,27.5,91.5,47.06,15.53,15.79,15.1,P0171
805.0,26.9,45.3,91.9,14.63,-0.43,0.03,22.7,None
2030.0,73.2,29.6,92.3,36.61,0.64,0.35,18.0,None
2622.9,91.3,35.6,90.2,47.17,-0.28,-0.26,21.5,None
1009.0,30.5,31.0,91.4,17.93,1.95,-0.46,17.4,None
2548.7,85.4,35.2,93.5,10.27,0.65,-0.01,23.1,P0101
2933.1,100.3,16.3,92.5,53.17,-1.82,0.5,13.7,None
2155.0,74.3,25.3,89.3,8.79,-1.06,0.29,16.9,P0101
1290.3,40.9,49.6,94.3,22.91,-0.59,0.16,25.0,None
1030.3,32.1,44.3,94.4,18.17,-1.57,-0.5,24.6,None
1189.5,41.8,47.7,94.3,21.34,-0.17,-0.22,28.4,None
2436.4,96.5,78.9,90.4,48.85,-0.84,0.64,19.2,P0300
2026.7,69.5,22.5,96.0,36.02,1.89,-0.68,17.9,None
2100.0,45.0,85.8,92.5,38.25,1.56,-0.44,14.0,P2463
2737.1,100.8,51.2,92.6,49.66,0.97,-0.2,27.0,None
1864.2,69.6,50.2,90.0,33.7,-1.31,0.49,26.2,None
778.0,29.0,16.2,113.7,14.24,-0.92,-0.54,11.4,P0117
2845.8,101.0,36.6,91.8,50.77,0.42,0.76,19.7,None
1615.1,55.6,41.1,94.5,28.77,1.14,0.57,22.2,None
3171.1,107.8,23.8,89.2,56.59,-1.27,1.0,17.6,None
1967.4,71.6,31.2,92.4,35.72,-0.88,-0.41,19.6,None
2271.1,77.2,44.5,90.7,41.04,-1.98,-0.31,23.5,None
2697.6,91.7,32.4,94.7,48.26,-1.58,0.1,22.1,None
2886.6,98.4,25.9,93.7,51.72,0.4,-0.46,14.8,None
1704.8,58.0,48.0,90.3,30.39,-1.5,0.52,24.1,None
3152.6,112.3,28.3,94.2,56.84,-0.52,-0.26,17.7,None
2919.4,104.8,44.3,89.6,52.91,1.76,0.74,24.9,None
1374.4,46.2,45.0,88.7,24.59,0.77,0.25,26.9,None
2060.1,69.3,51.7,88.2,36.67,1.02,-0.47,29.2,None
3045.2,108.8,71.5,90.7,54.39,0.1,0.82,20.1,P0300
1519.9,45.0,91.9,93.0,27.86,1.77,0.47,18.1,P2463
2463.0,87.0,33.6,92.6,44.55,-0.94,0.93,21.2,None
2817.6,100.5,16.8,89.9,51.06,0.9,0.5,14.7,None
2368.7,85.8,62.3,90.3,41.58,0.64,0.43,16.5,P0300
1870.7,62.0,35.5,92.7,33.52,0.73,-0.07,18.5,None
2996.1,102.6,35.0,92.7,12.09,1.86,0.74,20.1,P0101
942.8,36.4,54.4,95.0,17.36,1.89,0.22,28.5,None
1350.4,47.8,32.3,95.4,24.54,1.75,-0.76,20.3,None
1863.5,63.7,49.5,90.4,33.09,-1.3,-0.73,30.3,None
938.8,28.7,50.2,91.9,17.33,-0.14,-0.16,28.0,None
1796.8,63.8,49.0,90.1,32.62,19.35,18.29,27.6,P0171
2023.9,73.3,18.9,90.8,36.34,0.37,0.24,13.6,None
2544.9,88.1,48.6,88.5,45.48,-1.49,-0.69,29.1,None
2888.9,101.1,15.9,93.7,52.49,-0.21,0.44,11.4,None
2617.6,92.1,27.9,88.2,46.99,19.26,18.61,18.7,P0171
2342.9,82.3,40.6,89.3,42.36,1.71,-0.8,24.6,None
1286.4,49.4,35.0,94.6,23.52,1.01,0.23,20.9,None
2130.7,76.0,50.3,90.8,38.69,-0.36,-0.12,26.9,None
1284.2,47.5,52.4,91.2,23.43,1.95,0.97,31.4,None
1534.9,53.6,53.7,116.6,27.86,1.09,-0.08,27.9,P0117
2656.8,96.4,21.4,89.7,47.48,0.24,-0.19,14.0,None
1138.9,38.8,48.2,90.2,20.72,1.45,-0.94,28.7,None
1564.6,52.2,28.3,90.2,28.25,1.43,0.81,16.1,None
3114.9,106.3,20.8,94.0,55.7,-0.96,-0.55,13.1,None
3058.1,102.9,18.2,90.8,54.75,0.31,0.89,12.8,None
1807.1,68.1,53.3,88.4,32.39,-0.33,-0.16,26.9,None
3174.9,113.5,41.8,120.9,57.39,-0.65,0.29,22.4,P0117
1428.1,53.5,27.1,88.6,25.68,0.63,-0.97,16.6,None
2550.0,84.4,32.4,92.7,45.44,-1.95,-0.41,18.5,None
1481.1,55.3,25.0,90.3,26.97,-0.6,-0.19,16.6,None
2743.6,100.5,20.6,94.7,49.63,-1.0,-0.65,12.8,None
2585.4,93.1,49.1,93.2,46.08,1.72,-0.9,24.5,None
2398.2,84.2,31.7,95.9,42.67,-1.9,0.83,16.9,None
1894.5,66.6,30.1,92.1,34.4,0.21,0.59,15.7,None
979.6,30.5,85.3,90.9,17.99,-1.33,-0.48,13.6,P2463
2503.1,90.7,25.4,93.3,10.15,-1.17,-0.69,18.2,P0101
848.6,25.6,82.5,89.8,14.97,-1.98,0.21,26.0,P2463
2385.7,87.9,54.8,94.8,43.12,-1.72,-0.67,32.1,None
2862.5,102.2,17.0,92.4,51.41,0.85,0.21,15.4,None
1819.1,67.7,43.0,90.5,32.52,-1.3,0.21,23.2,None
1248.0,48.1,50.4,96.0,22.49,-0.57,0.73,27.1,None
2763.7,98.9,47.6,89.5,49.96,0.59,0.69,26.8,None
1963.6,69.1,36.1,93.7,35.53,0.37,-0.74,19.0,None
1897.3,71.1,44.1,121.1,34.63,-1.28,-0.24,26.6,P0117
1785.6,65.4,20.1,90.3,31.74,-1.24,-0.76,15.4,None
1648.2,57.5,20.8,89.9,29.69,0.57,0.8,16.8,None
2267.0,75.2,15.8,90.5,40.36,-1.41,-0.65,13.8,None
2402.5,84.2,40.4,89.6,43.61,23.31,18.42,24.1,P0171
1759.9,58.5,52.2,89.4,32.17,1.93,-0.32,27.1,None
1491.3,50.6,48.1,95.9,26.79,-0.1,0.39,24.8,None
2692.8,93.4,32.8,88.1,48.8,19.17,14.88,17.0,P0171
2985.5,101.9,32.0,95.8,54.07,-1.79,-0.45,22.3,None
2001.0,68.2,18.5,94.4,36.24,1.93,0.79,11.2,None
1128.8,34.6,23.6,95.0,20.39,-1.32,-0.48,14.3,None
2316.7,77.0,30.0,91.2,41.23,-1.03,-0.7,21.1,None
915.9,27.2,18.0,93.2,16.44,0.91,0.36,10.5,None
3108.9,111.8,16.4,88.7,56.27,-0.05,-0.1,12.5,None
2227.6,80.7,29.2,91.9,39.98,0.19,0.6,16.8,None
2264.5,76.4,40.7,94.6,41.11,1.21,0.54,24.9,None
2972.0,103.2,36.2,116.7,53.33,0.81,0.93,18.9,P0117
1882.0,66.0,40.7,93.4,33.78,0.83,-0.13,26.4,None
1425.1,54.2,16.6,89.0,25.55,-1.51,0.9,11.1,None
1241.6,46.4,39.8,89.0,22.15,-0.81,0.35,20.2,None
2157.7,74.5,47.4,90.5,39.33,0.67,0.64,26.8,None
2077.1,70.6,22.3,90.9,37.69,0.99,-0.85,12.5,None
2277.5,77.7,32.3,117.0,41.27,0.67,-0.4,18.4,P0117
2996.7,106.8,38.1,93.2,53.61,0.37,0.16,19.7,None
1133.9,40.0,86.6,90.5,20.53,1.63,-0.19,14.7,P2463
2719.9,94.2,28.7,92.6,48.97,-1.62,0.75,16.5,None
695.8,33.5,68.5,91.5,16.75,0.07,-0.83,21.3,P0300
2346.4,78.2,22.4,89.9,42.14,-1.82,0.83,12.5,None
2252.3,78.0,22.1,91.2,40.04,17.67,15.0,12.1,P0171
1000.3,38.3,35.8,95.7,18.28,0.51,-0.95,23.7,None
2336.9,83.3,15.8,88.6,42.02,1.35,0.49,9.8,None
2385.5,80.1,43.0,119.5,43.35,-1.45,-0.6,26.5,P0117
1906.4,67.1,54.8,124.4,34.49,-1.49,-0.52,30.0,P0117
918.1,35.1,34.2,90.7,16.77,-0.75,-0.17,22.6,None
982.5,39.1,43.6,91.6,17.62,-1.05,0.9,27.2,None
1994.2,73.1,41.9,88.8,8.12,-1.71,-0.17,21.5,P0101
2935.9,98.1,40.0,93.6,52.36,1.9,-0.35,21.0,None
1590.3,53.2,79.6,90.7,25.05,-0.77,0.93,25.4,P0300
1690.6,62.5,41.1,94.2,30.92,0.21,0.47,23.7,None
1448.5,54.6,42.7,92.1,25.75,1.21,0.8,24.6,None
1202.4,42.8,45.3,93.9,21.44,16.9,18.33,25.0,P0171
2836.5,104.8,68.2,89.6,55.41,0.46,-0.51,24.6,P0300
2100.2,78.4,53.3,95.3,37.84,-0.41,0.6,30.1,None
1113.0,41.0,40.5,113.1,20.5,-1.93,0.27,23.5,P0117
910.3,30.9,49.8,93.5,16.38,0.11,0.6,26.7,None
1972.8,70.5,31.8,93.9,35.8,0.96,-0.19,18.2,None
1307.5,41.3,38.6,94.5,23.97,-0.82,-0.13,23.1,None
1331.9,42.7,25.7,91.3,23.56,23.81,15.72,14.7,P0171
2713.1,96.2,36.8,88.8,48.35,1.46,0.56,21.2,None
3068.0,110.3,28.4,93.8,55.64,-0.52,-0.98,16.3,None
2236.6,74.4,42.4,89.9,40.25,0.9,-0.16,26.3,None
1060.5,35.9,31.7,94.6,19.04,-0.51,-0.83,18.5,None
1810.5,62.6,39.3,88.9,32.64,0.81,0.35,23.7,None
1585.7,52.7,25.6,93.4,28.15,-1.14,0.6,16.3,None
3017.0,108.4,26.1,88.0,54.33,-1.81,0.22,19.4,None
2100.0,45.0,75.8,89.8,41.15,-0.51,0.07,21.6,P2463
2351.2,83.0,31.5,91.1,42.17,0.97,0.48,20.1,None
2572.6,92.9,46.3,88.3,46.18,-0.25,0.0,25.7,None
878.1,26.1,32.3,91.8,15.93,-0.22,-0.8,20.9,None
2564.3,86.5,49.8,89.8,46.47,0.7,-0.19,29.7,None
1312.4,48.4,15.0,88.2,23.53,0.21,-0.6,12.0,None
965.3,44.8,65.9,91.5,21.09,1.94,-0.81,19.3,P0300
1685.7,62.5,54.1,92.1,30.76,1.02,0.38,31.9,None
767.5,29.6,25.8,90.8,13.6,-0.69,-0.76,17.9,None
2224.7,81.7,19.8,88.0,40.5,-0.49,-0.82,12.1,None
2165.0,73.9,37.1,88.7,39.11,0.13,0.3,21.6,None
1561.9,51.5,46.1,91.0,27.7,1.98,0.69,26.7,None
1269.3,49.0,26.2,94.5,22.66,1.99,0.16,16.8,None
1731.3,55.6,53.5,90.2,31.46,22.62,17.11,27.2,P0171
3008.3,107.6,46.8,92.8,11.87,0.33,0.94,25.1,P0101
1557.6,52.4,32.9,88.8,27.98,-1.2,-0.88,22.3,None
1596.3,54.9,29.0,90.0,28.76,1.64,-0.39,16.2,None
1044.0,33.6,36.8,89.7,18.63,16.72,18.42,19.9,P0171
1713.6,64.2,42.0,91.4,31.11,1.01,0.82,23.3,None
2529.5,88.5,35.9,89.9,45.56,0.52,0.47,20.0,None
1687.0,60.1,22.9,89.3,30.14,-1.77,0.68,13.3,None
2735.0,99.2,45.2,90.6,10.96,-1.66,0.35,27.4,P0101
2385.9,86.7,18.6,94.6,43.16,0.82,0.79,12.1,None
2532.9,93.0,27.4,95.2,45.8,0.12,0.8,16.0,None
1706.9,54.8,47.1,95.6,30.36,-1.6,0.71,25.8,None
2100.0,45.0,77.0,90.1,56.84,-0.01,0.97,23.9,P2463
1129.5,40.8,37.6,95.0,20.77,1.97,-0.35,24.9,None
2968.2,106.6,18.7,89.4,53.65,0.32,0.84,13.8,None
2297.4,76.6,35.2,94.2,41.52,0.28,0.97,18.7,None
3170.4,107.2,31.0,90.8,57.11,-0.98,-0.54,17.7,None
1350.3,45.6,30.1,92.2,24.24,-0.51,-0.74,19.0,None
1530.1,55.3,52.8,92.5,27.42,-0.18,0.32,28.0,None
818.7,27.9,25.6,93.6,14.68,1.23,-0.62,16.9,None
2100.0,45.0,88.9,92.2,51.58,1.37,-0.68,20.0,P2463
950.4,35.2,22.7,95.5,17.09,-1.62,0.63,13.0,None
2805.0,94.6,19.1,94.7,50.33,-1.49,-0.92,15.9,None
808.2,30.3,29.6,94.2,14.42,1.8,-0.36,20.2,None
1222.8,42.0,45.5,88.9,22.01,1.37,0.6,25.8,None
1369.6,49.2,94.6,89.0,24.93,1.48,0.79,31.4,P0300
2109.7,70.8,25.2,93.3,37.55,0.51,0.35,15.7,None
1348.4,42.8,18.1,116.8,24.67,0.15,0.72,11.0,P0117
966.7,38.1,32.4,89.8,17.34,0.24,-0.75,18.3,None
2421.7,82.1,41.3,95.0,43.91,1.33,-0.46,22.6,None
1350.2,50.1,50.1,92.7,23.84,0.19,0.98,26.8,None
2100.0,45.0,93.9,95.8,56.31,1.72,-0.67,19.4,P2463
1094.1,36.5,90.1,95.7,19.34,1.89,-0.46,18.3,P2463
2415.9,88.3,18.2,95.1,43.04,-1.39,0.08,11.7,None
2084.8,70.9,25.4,92.8,37.3,20.4,12.82,15.1,P0171
2076.0,70.2,50.5,93.2,37.76,-0.79,-0.97,26.9,None
1929.4,67.9,40.3,94.2,34.58,1.88,0.7,21.2,None
1305.4,40.9,28.5,89.9,23.12,1.26,0.85,16.3,None
1325.1,44.0,51.4,89.1,23.96,-0.91,0.02,25.6,None
1751.3,45.0,88.3,89.1,31.31,0.27,-0.5,26.6,P2463
2226.4,84.6,54.4,88.9,43.88,1.93,0.1,16.2,P0300
1935.4,69.0,16.4,93.8,34.81,1.0,-0.76,14.4,None
1314.8,46.4,56.3,89.1,23.01,-0.28,0.23,13.0,P0300
2100.0,45.0,82.6,91.0,41.53,0.7,0.74,13.2,P2463
2659.6,93.2,19.5,90.6,48.02,0.02,0.66,12.9,None
2822.8,107.7,92.1,94.9,52.89,-1.92,-0.05,30.5,P0300
2645.0,95.6,22.0,90.1,47.15,-1.18,0.23,13.1,None
1083.1,39.9,27.4,88.1,19.35,0.73,-0.33,15.8,None
2072.4,70.1,39.9,89.4,8.46,-1.92,0.16,23.0,P0101
1707.4,60.1,15.3,94.2,31.06,1.49,0.55,10.9,None
2812.5,99.6,26.6,95.0,11.13,1.9,-0.33,17.4,P0101
1269.1,45.3,65.4,92.8,23.25,1.69,0.73,16.6,P0300
974.0,31.0,51.6,92.1,17.18,-1.62,-0.4,26.0,None
2330.1,77.3,23.8,124.3,42.1,-1.29,-0.71,15.7,P0117
1403.0,49.3,43.1,124.8,25.46,0.14,-0.19,24.1,P0117
2100.0,45.0,93.1,93.8,57.3,0.88,0.87,16.2,P2463
1866.5,70.3,24.7,89.2,33.67,0.93,0.74,13.4,None
2877.1,110.2,53.4,93.6,55.75,-1.39,0.6,17.1,P0300
2218.7,79.1,23.0,91.1,8.9,1.78,0.93,13.1,P0101
1788.1,58.9,49.8,88.5,32.08,-1.98,0.27,26.4,None
2098.5,69.4,37.8,94.6,38.1,-1.63,0.9,24.4,None
2531.8,89.0,22.4,94.1,45.23,0.23,0.25,18.2,None
2147.9,75.5,46.8,94.0,39.11,-1.5,0.03,23.5,None
1373.6,43.2,40.5,92.8,24.86,-0.79,-0.67,24.7,None
2728.1,93.2,38.5,89.7,49.37,0.8,-0.29,21.4,None
1810.2,67.1,51.8,92.3,32.14,-1.62,0.65,27.8,None
1357.6,46.3,43.2,91.1,24.07,-0.38,-0.27,25.8,None
1964.6,65.8,89.6,92.2,33.9,0.28,-0.34,23.0,P0300
3084.8,104.6,31.9,94.5,55.08,-0.04,0.08,20.4,None
2150.5,76.3,93.3,93.1,40.06,1.21,0.82,28.3,P0300
2123.3,71.2,42.3,92.7,8.54,1.73,0.48,25.1,P0101
2473.3,89.7,21.1,90.0,44.23,0.28,0.02,15.6,None
2300.5,81.0,30.6,95.1,41.38,0.59,-0.49,21.0,None
2757.6,96.7,31.4,88.9,49.33,1.01,0.14,21.2,None
1699.4,59.1,49.5,94.5,30.12,-1.5,0.28,24.6,None
2144.4,71.9,18.2,93.3,38.33,-0.8,0.56,13.9,None
1819.8,66.4,36.9,89.4,7.14,-1.42,-0.47,22.8,P0101
1494.6,45.0,80.8,92.3,27.29,-0.91,-0.44,29.4,P2463
1414.8,46.6,24.5,93.5,25.29,-0.59,-0.56,16.3,None
2699.5,94.7,35.9,91.9,48.86,-0.96,-0.12,21.8,None
971.1,38.8,48.5,90.6,17.75,1.43,-0.61,26.2,None
2348.4,79.5,64.4,95.7,40.2,-0.56,0.65,20.8,P0300
2221.7,80.6,26.4,95.5,40.31,-1.75,0.52,16.3,None
2876.1,101.9,36.2,95.0,52.2,0.45,0.35,21.0,None
2021.9,72.6,32.2,95.0,8.11,0.93,0.03,16.9,P0101
1786.0,58.8,33.4,89.8,31.91,0.98,0.79,17.3,None
3065.8,102.9,26.9,123.6,55.59,1.58,-0.28,16.8,P0117
2490.7,84.1,43.4,95.0,45.27,19.92,13.63,23.7,P0171
2101.9,70.6,32.5,94.2,38.32,1.96,-0.71,21.5,None
1161.7,43.5,25.0,94.7,20.71,1.06,0.75,14.5,None
2264.0,79.3,48.0,92.4,40.5,0.53,-0.99,27.5,None
1596.3,59.3,33.7,91.9,28.95,1.43,-0.09,22.5,None
1121.3,42.1,27.2,92.1,20.39,1.77,-0.21,18.9,None
1187.5,44.0,34.7,94.4,21.82,1.11,0.55,22.3,None
2100.0,45.0,77.5,93.4,37.82,1.17,-0.31,15.2,P2463
2214.2,75.8,31.5,91.0,8.93,-0.09,0.59,19.6,P0101
1300.6,47.8,29.8,92.9,23.61,0.69,0.58,20.1,None
1307.6,48.3,46.1,93.1,23.87,0.2,0.14,25.5,None
1314.5,50.1,36.5,92.3,23.85,1.34,-0.19,23.3,None
1232.7,41.1,24.0,95.4,22.58,0.35,-0.68,18.4,None
1876.4,45.0,89.7,95.5,34.06,1.08,0.55,14.9,P2463
1080.3,38.6,23.3,88.8,19.03,0.54,-0.3,14.8,None
2447.8,88.4,43.7,94.0,44.52,-1.97,0.82,25.5,None
1241.4,45.5,51.3,92.7,22.48,0.3,-0.98,26.9,None
1827.7,64.5,53.1,95.7,32.97,-1.74,-0.11,31.8,None
2065.1,71.3,54.0,94.3,37.59,0.01,0.05,29.5,None
1240.7,44.4,32.8,89.3,22.14,0.89,-0.32,22.3,None
2340.9,78.8,50.4,93.0,42.38,-0.52,0.75,24.9,None
1386.7,49.9,52.5,95.5,24.51,-1.97,0.36,30.2,None
2876.9,96.8,50.3,94.8,52.22,0.96,0.49,27.3,None
2719.3,97.3,15.2,88.5,48.77,20.68,17.15,12.7,P0171
2100.0,45.0,86.0,90.1,46.92,0.69,-0.01,15.0,P2463
2595.1,86.6,48.5,89.0,47.0,1.33,-0.03,29.8,None
2692.8,91.8,31.7,91.8,48.57,1.24,-0.68,20.2,None
1032.8,35.7,35.0,90.5,18.93,-1.91,-0.1,20.4,None
2732.1,92.5,51.3,92.6,48.69,0.78,-0.81,28.0,None
3148.1,109.7,16.4,91.6,56.46,-0.55,-0.13,11.3,None
2593.6,93.6,50.8,90.5,47.13,-0.59,0.77,28.3,None
2975.8,107.4,51.4,90.1,53.32,0.95,0.24,31.3,None
2091.5,76.8,25.0,92.3,37.9,0.83,0.6,18.1,None
2326.3,80.9,20.2,88.8,9.36,1.23,0.97,11.4,P0101
1286.5,45.5,29.7,88.1,23.43,-0.67,-0.1,20.7,None
2100.0,45.0,85.0,93.2,51.41,-1.97,0.7,14.6,P2463
