CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Mahindra Marazzo,2015,1606.0,70.2,12.6,97.0,30.1,0.97,-1.32,16.6,None
Maruti Suzuki Baleno,2021,2869.1,109.9,54.7,95.2,54.52,1.76,-0.94,37.1,None
Toyota Innova Hycross,2023,2243.5,94.5,43.3,130.0,42.82,1.96,-1.05,30.7,P0117
Mercedes-Benz GLC,2022,1965.5,40.0,88.5,89.8,36.66,2.34,1.89,24.3,P2463
Hyundai i20,2018,2340.6,106.1,106.1,86.8,48.18,2.51,-0.66,43.1,P0300
Hyundai Tucson,2022,1356.3,60.4,14.9,87.7,25.06,-0.89,-0.85,16.5,None
Nissan Magnite,2018,2746.7,98.6,41.4,91.7,52.32,-0.51,0.14,30.6,None
Volkswagen Virtus,2017,2218.4,86.3,30.9,92.1,41.59,-1.95,-0.34,18.6,None
Maruti Suzuki Celerio,2016,1849.6,70.9,12.4,122.9,35.1,-0.86,-2.44,10.2,P0117
Tata Sierra,2015,2079.9,86.0,28.2,94.9,38.98,-1.12,-0.86,21.4,None
Maruti Suzuki WagonR,2022,2773.4,98.5,24.2,136.1,52.34,-3.69,0.15,22.3,P0117
Hyundai Venue,2018,2719.9,96.3,43.3,92.0,51.15,26.98,19.8,30.2,P0171
Honda City,2024,2678.8,96.3,56.7,88.3,50.63,3.64,2.64,32.0,None
Hyundai i20,2015,2255.0,95.2,15.9,94.9,43.39,0.19,1.19,11.2,None
Honda Amaze,2024,2060.8,70.8,34.6,85.2,38.97,1.06,1.92,23.3,None
Mahindra Thar,2023,3197.5,114.3,18.7,95.1,60.19,-3.83,1.34,22.4,None
MG Astor,2023,1696.9,56.8,26.1,91.6,31.61,2.56,2.55,26.6,None
Kia Sonet,2019,1444.7,52.3,39.4,134.2,27.68,-0.93,0.77,23.2,P0117
Hyundai Tucson,2020,1191.0,36.1,56.2,94.1,22.82,0.99,2.2,32.6,None
MG Hector,2024,953.7,33.7,42.8,88.7,18.08,-3.08,-1.74,25.2,None
Hyundai i20,2020,1271.0,38.8,60.0,92.9,24.7,24.48,17.5,42.2,P0171
Ford Endeavour,2024,2689.1,95.0,43.6,96.6,8.12,0.48,-1.42,25.1,P0101
Hyundai i20,2022,2241.6,76.7,35.2,87.7,6.62,-0.17,0.16,21.1,P0101
Mahindra Thar,2018,2727.3,98.4,41.5,89.9,8.34,1.12,-1.69,35.0,P0101
Tata Altroz,2016,1779.2,40.0,80.2,97.0,33.73,-2.58,-1.14,26.7,P2463
Nissan Magnite,2020,1862.9,62.0,46.1,90.4,35.27,-0.44,-1.03,26.9,None
Hyundai Tucson,2021,3456.3,135.0,41.1,90.9,65.35,-0.22,-2.07,24.7,None
Renault Kwid,2019,3263.1,117.1,40.6,92.9,61.86,1.47,1.12,28.9,None
Toyota Fortuner,2017,2427.5,87.0,22.7,92.5,45.88,0.12,-0.58,23.3,None
Maruti Suzuki Baleno,2018,2437.2,98.1,12.6,92.7,46.33,-2.29,-1.42,19.2,None
Kia Sonet,2020,3250.6,128.0,39.3,93.8,61.49,-2.83,-0.97,28.1,None
Mahindra Bolero,2019,2387.2,90.5,39.8,85.0,46.02,-2.83,-0.65,24.9,None
Skoda Kushaq,2022,2848.3,91.9,93.3,85.1,45.45,1.35,-0.71,39.2,P0300
Toyota Fortuner,2022,2022.8,78.8,10.7,89.1,6.09,1.43,2.92,14.5,P0101
Ford Endeavour,2023,2455.9,86.6,54.8,86.5,7.37,-2.65,-0.5,35.3,P0101
Tata Harrier,2018,2621.3,100.2,39.5,127.4,50.22,0.95,0.66,28.2,P0117
Jeep Compass,2019,936.1,29.7,28.7,95.6,17.63,-2.05,-2.7,18.6,None
Mahindra XUV700,2023,1331.6,44.9,11.8,85.8,25.84,0.01,-2.51,14.2,None
Toyota Urban Cruiser,2015,1065.2,40.0,82.7,94.7,20.06,-4.0,1.56,33.5,P2463
Maruti Suzuki Celerio,2018,2419.6,95.8,40.0,133.9,45.55,-3.35,0.27,33.8,P0117
Mahindra Bolero,2015,2000.0,40.0,83.0,88.2,64.8,3.27,-2.72,13.7,P2463
MG Hector,2020,1100.6,35.9,27.7,93.9,21.22,-1.66,-2.29,17.9,None
Tata Altroz,2021,1551.3,51.9,48.5,86.7,29.55,3.58,1.75,35.5,None
Tata Tiago,2017,762.7,23.3,14.2,89.1,13.8,2.06,-1.83,11.6,None
Toyota Innova Hycross,2023,1990.0,75.5,19.8,97.2,38.0,28.92,16.13,13.9,P0171
Maruti Suzuki Vitara Brezza,2022,3240.2,119.0,23.1,93.5,62.18,-1.21,-1.8,25.8,None
Maruti Suzuki WagonR,2017,2725.6,99.1,12.4,123.1,51.95,0.68,0.26,19.2,P0117
Maruti Suzuki Swift,2023,2794.1,109.7,35.3,92.9,52.96,-3.7,-0.75,24.1,None
MG Astor,2020,2453.6,85.1,20.1,97.2,46.23,0.2,0.61,14.4,None
Maruti Suzuki WagonR,2016,1881.1,70.7,13.5,91.9,35.77,-3.57,-2.58,21.0,None
Honda Amaze,2024,1787.3,70.1,51.6,85.2,34.18,1.19,1.28,35.6,None
Honda Amaze,2016,2000.0,40.0,87.5,93.7,46.96,2.21,-0.49,33.3,P2463
Tata Punch,2022,2964.9,131.6,54.3,97.9,64.83,3.77,1.13,11.7,P0300
Tata Sierra,2015,1680.4,67.2,24.8,92.5,31.8,-3.35,0.96,17.0,None
BMW X5,2023,2791.9,111.4,44.7,89.8,53.81,-1.95,-2.72,35.7,None
Nissan Magnite,2018,1183.2,37.7,43.9,96.0,22.93,-2.63,2.23,25.7,None
Honda City,2023,1597.4,66.9,50.5,136.1,30.09,2.8,0.79,37.0,P0117
Hyundai Venue,2015,1376.4,48.8,17.3,92.2,25.91,-2.24,1.89,13.4,None
Nissan Magnite,2017,2607.3,106.7,44.5,94.7,49.51,-1.23,2.26,29.5,None
Renault Kiger,2022,3429.7,125.5,55.8,91.1,64.74,-1.45,-1.91,30.7,None
Nissan Magnite,2022,2177.3,88.2,44.5,90.4,41.56,-2.67,2.03,30.6,None
Tata Nexon,2019,2836.9,114.7,31.3,93.5,53.46,3.87,1.92,17.9,None
Ford EcoSport,2019,2402.7,90.6,47.5,87.0,7.3,-3.76,-1.54,37.4,P0101
Hyundai Creta,2015,1976.2,72.2,51.9,86.9,37.07,3.36,0.6,34.1,None
Mahindra XUV300,2022,3048.2,108.4,35.2,86.3,58.23,-0.06,2.29,27.8,None
Kia Sonet,2021,3193.1,126.5,36.7,87.1,61.28,2.53,0.13,30.4,None
Mahindra Scorpio-N,2022,2774.8,111.8,18.6,93.8,53.17,2.41,0.51,22.3,None
Maruti Suzuki Dzire,2016,1398.2,40.0,95.4,90.1,26.25,-0.6,1.24,22.2,P2463
Tata Punch,2018,1854.9,66.3,59.5,92.2,35.64,21.67,15.02,33.6,P0171
Toyota Fortuner,2019,3397.7,130.4,43.6,96.3,64.28,-3.46,2.75,36.0,None
Tata Harrier,2019,2978.8,118.1,11.2,90.9,56.2,-2.85,1.46,16.8,None
Kia Carens,2016,2195.9,55.7,106.4,89.7,32.1,-0.96,1.4,32.3,P0300
Ford Endeavour,2018,1022.9,32.7,53.0,93.8,19.75,2.6,2.93,28.7,None
Hyundai Alcazar,2019,2066.3,76.7,15.8,85.8,39.67,3.87,-1.72,20.5,None
Maruti Suzuki Swift,2021,2000.0,40.0,84.6,85.1,48.32,0.26,0.9,15.2,P2463
Hyundai Creta,2020,1010.7,28.8,16.9,92.4,18.79,-0.63,1.95,21.6,None
Maruti Suzuki Baleno,2022,1853.9,71.6,31.2,94.4,34.83,2.74,-2.57,20.1,None
Mahindra XUV300,2021,1020.7,32.6,27.7,93.5,18.84,-0.07,-2.54,28.1,None
Toyota Glanza,2016,3405.0,134.0,41.1,93.0,64.13,-0.52,-1.56,34.0,None
Tata Tigor,2023,1104.1,49.4,24.9,86.5,20.9,-0.38,-1.09,20.0,None
Renault Kiger,2016,3404.3,123.8,11.6,87.9,64.28,-1.48,2.05,11.3,None
Kia Sonet,2022,1668.2,68.0,81.1,85.1,34.31,0.86,-2.15,23.4,P0300
Mahindra XUV700,2020,3228.8,117.5,50.4,93.9,61.85,-1.47,0.69,35.4,None
Toyota Urban Cruiser,2018,2842.9,99.3,56.7,85.7,53.71,-1.07,-1.69,39.9,None
Honda Amaze,2024,1464.7,66.6,57.1,95.8,35.16,-2.18,1.24,21.2,P0300
Hyundai Alcazar,2020,741.2,37.7,40.9,90.5,13.41,1.63,2.93,29.8,None
Toyota Glanza,2021,2741.5,98.4,43.3,94.7,52.47,2.87,-2.63,29.1,None
Hyundai Tucson,2018,2570.6,96.9,29.5,139.0,48.41,1.83,-0.91,20.6,P0117
Renault Kiger,2017,3450.6,123.6,10.2,127.0,65.52,0.57,0.1,13.1,P0117
Ford Endeavour,2015,2933.9,102.9,48.8,88.1,56.44,1.47,2.49,34.9,None
Tata Punch,2020,776.2,39.2,90.8,92.0,14.73,-1.72,-1.81,28.2,P2463
Tata Tiago,2019,1582.4,68.0,11.3,90.4,29.5,1.24,0.59,13.4,None
Tata Tiago,2019,1611.9,57.5,46.0,87.4,29.96,18.09,19.55,28.1,P0171
MG Astor,2023,1212.8,38.6,43.4,86.3,22.93,2.9,-1.75,27.3,None
Mahindra Marazzo,2020,2000.0,40.0,96.3,95.6,48.36,-1.92,-2.18,39.0,P2463
Hyundai i20,2020,2274.7,95.7,22.6,94.6,42.9,-3.93,-1.05,24.1,None
BMW X5,2016,2660.2,98.4,14.7,96.5,50.37,0.81,1.68,19.3,None
Maruti Suzuki Baleno,2020,1955.9,76.4,35.8,92.9,37.85,0.92,-2.2,22.2,None
Toyota Fortuner,2016,1157.7,44.1,40.0,89.9,21.3,-1.54,-1.23,33.4,None
Toyota Glanza,2017,2585.7,94.3,39.3,94.4,7.65,-2.81,-1.34,29.3,P0101
Jeep Compass,2019,1477.5,53.4,59.4,137.3,28.2,-3.78,-2.02,40.1,P0117
Maruti Suzuki WagonR,2016,2643.5,109.2,14.6,94.6,49.72,-1.03,0.73,11.6,None
Maruti Suzuki Ertiga,2022,2384.6,81.7,54.7,91.4,45.58,-0.47,-1.2,32.6,None
Hyundai Venue,2023,3471.0,128.2,30.3,87.9,66.51,1.12,-2.09,21.1,None
Hyundai Alcazar,2019,2454.4,72.8,68.2,85.0,39.85,2.27,-0.96,14.3,P0300
Mahindra Marazzo,2017,1710.9,57.6,48.8,86.4,32.22,-2.92,-1.29,27.7,None
Tata Tigor,2020,802.4,24.2,32.4,139.1,15.14,-2.72,-2.42,27.0,P0117
Mercedes-Benz GLC,2023,2509.8,103.3,19.7,94.3,47.84,-0.61,1.7,13.6,None
Nissan Magnite,2023,2967.9,112.7,40.3,95.0,56.98,1.45,-0.37,23.7,None
Maruti Suzuki Swift,2019,3146.2,116.1,59.2,97.0,59.46,2.31,0.58,36.2,None
Hyundai Creta,2024,3126.4,118.8,39.6,89.0,59.62,3.22,-2.5,32.4,None
Maruti Suzuki Dzire,2022,2093.3,88.6,29.2,86.0,40.54,1.63,-2.42,21.1,None
Ford Endeavour,2024,1988.1,40.0,83.9,93.2,37.9,2.0,1.16,14.0,P2463
Hyundai Tucson,2016,3259.6,121.5,16.6,97.9,9.77,-3.4,2.17,19.5,P0101
Tata Tiago,2020,1130.9,39.1,10.2,88.4,3.52,-0.85,1.36,10.3,P0101
Tata Tigor,2020,2305.0,94.7,45.7,87.5,6.97,3.6,2.98,29.5,P0101
Mahindra Bolero,2015,3354.9,124.6,29.9,93.3,63.41,2.45,0.14,24.9,None
Mercedes-Benz GLC,2016,2580.5,92.3,38.2,93.2,48.62,-1.9,2.69,33.2,None
MG Hector,2017,2306.3,81.7,16.0,85.2,43.93,-0.74,2.53,21.1,None
Tata Safari,2021,2275.3,78.9,82.8,88.5,43.66,1.86,-0.59,26.7,P0300
MG Hector,2015,2776.0,106.7,34.7,86.1,8.36,-0.39,-2.76,22.3,P0101
Maruti Suzuki Alto,2022,1823.8,68.9,55.4,97.2,34.06,1.61,-2.19,29.8,None
Ford EcoSport,2017,2570.1,99.4,32.4,97.9,48.43,24.15,24.18,30.2,P0171
Mahindra Marazzo,2016,1050.4,47.9,56.2,87.5,20.2,3.12,0.33,41.6,None
Tata Harrier,2017,3049.1,113.5,33.7,95.9,57.47,23.95,16.55,29.5,P0171
Tata Sierra,2020,2742.4,112.5,71.2,89.3,54.32,-3.32,-1.22,23.3,P0300
Hyundai Tucson,2019,3258.2,123.4,48.1,118.9,61.47,-1.62,0.86,31.1,P0117
Kia Carens,2024,2198.6,92.4,35.4,89.8,42.04,-3.55,0.63,21.7,None
Maruti Suzuki Ertiga,2018,1211.5,49.2,40.6,87.0,22.28,2.53,-0.12,30.2,None
Maruti Suzuki Vitara Brezza,2020,2012.7,84.1,44.2,88.2,6.06,-2.88,0.06,36.4,P0101
Mahindra Thar,2021,2612.6,89.7,52.1,90.2,49.22,-3.01,0.54,38.2,None
Mahindra XUV300,2023,944.5,41.4,12.4,92.9,18.73,-1.13,0.62,18.2,None
Tata Tigor,2024,966.4,45.4,10.9,97.6,2.72,-0.22,-0.01,16.6,P0101
Kia Sonet,2015,3316.7,120.9,19.4,86.5,63.47,-2.69,-0.52,13.4,None
Toyota Fortuner,2023,2870.0,117.2,50.5,123.6,54.76,-0.39,0.69,36.0,P0117
Hyundai Tucson,2017,1263.3,53.5,24.3,92.6,23.26,-2.78,-2.71,17.2,None
MG Astor,2021,3287.4,121.3,43.4,119.4,63.11,2.78,-2.07,25.2,P0117
Tata Altroz,2017,3160.2,126.5,35.0,95.1,59.91,-1.98,-0.79,29.5,None
Hyundai i20,2016,2837.5,103.0,51.6,85.8,8.41,-2.57,-0.1,37.4,P0101
Maruti Suzuki Swift,2015,2966.3,114.3,38.4,138.1,55.64,2.59,0.98,27.1,P0117
Skoda Kushaq,2020,2732.7,97.2,17.9,139.7,51.85,2.56,-2.73,15.1,P0117
Mahindra Marazzo,2022,3472.0,136.0,19.2,97.7,65.34,22.77,22.66,19.0,P0171
Hyundai i20,2017,1452.8,61.5,37.3,96.9,28.09,2.87,-0.06,30.1,None
Tata Sierra,2021,1779.6,61.1,53.2,119.1,34.32,-1.7,2.55,35.3,P0117
Hyundai Tucson,2024,705.5,18.6,52.8,85.0,13.96,-1.72,1.25,41.0,None
Kia Seltos,2015,2829.1,108.9,26.9,90.6,53.98,27.06,23.84,25.6,P0171
Ford EcoSport,2023,2942.0,105.4,15.4,91.9,55.84,27.72,16.81,19.7,P0171
Tata Safari,2015,2502.5,95.5,43.6,90.3,7.47,-1.07,2.15,28.1,P0101
Tata Altroz,2018,2702.4,109.8,13.1,85.1,51.95,-0.08,2.24,12.4,None
Toyota Fortuner,2021,895.8,50.9,48.6,86.4,25.74,1.78,-0.72,9.2,P0300
MG Hector,2015,3352.0,134.3,35.2,88.5,63.32,1.77,-1.71,28.8,None
Mahindra Scorpio-N,2016,3191.9,131.1,30.0,92.7,60.32,21.35,21.66,24.7,P0171
Skoda Slavia,2020,1028.9,41.8,43.8,126.1,19.9,3.5,1.11,25.2,P0117
Toyota Glanza,2023,2826.3,116.4,16.2,90.7,53.16,-1.8,-1.97,17.0,None
Maruti Suzuki Vitara Brezza,2024,3412.3,133.2,10.6,93.3,65.59,0.2,-1.71,18.5,None
MG Hector,2015,2813.5,106.2,37.0,89.1,8.49,-3.1,-1.47,30.1,P0101
Toyota Glanza,2022,2328.3,85.5,46.8,88.6,44.98,1.42,2.36,26.6,None
Maruti Suzuki Celerio,2020,1239.5,56.5,23.3,94.9,23.68,-1.16,1.52,21.6,None
Volkswagen Taigun,2019,3081.1,117.4,56.0,92.0,58.54,-0.31,-0.11,42.7,None
Mahindra XUV300,2015,2979.1,120.2,50.9,128.3,56.49,1.96,-1.64,33.4,P0117
Tata Safari,2021,2808.0,114.4,41.3,92.3,53.23,24.92,20.99,24.3,P0171
Tata Sierra,2020,3400.5,123.2,17.2,95.6,65.32,1.8,-0.67,17.0,None
Skoda Kushaq,2018,2205.6,81.4,46.0,87.4,41.55,1.14,1.15,27.3,None
Tata Tiago,2016,2436.9,92.4,31.6,90.3,45.66,-3.28,-0.03,19.8,None
Maruti Suzuki Swift,2021,1252.6,52.2,42.6,89.1,23.75,-2.77,-1.53,35.4,None
Maruti Suzuki Baleno,2016,2136.5,71.8,28.6,93.1,39.86,2.39,2.3,20.1,None
Kia Carens,2022,2134.8,77.5,12.8,85.9,40.27,-0.24,-1.38,18.7,None
Hyundai Verna,2024,2566.1,106.9,12.4,91.0,49.48,-0.97,-1.32,20.0,None
Hyundai Alcazar,2015,2480.3,93.3,29.1,92.9,47.03,-0.31,-1.38,23.7,None
Maruti Suzuki Vitara Brezza,2024,2584.4,90.6,48.0,98.0,49.24,-0.47,-1.29,37.1,None
Toyota Innova Hycross,2021,3002.1,117.0,32.1,96.2,57.18,1.9,0.4,19.3,None
Tata Tigor,2019,751.6,29.8,43.4,93.1,14.36,1.26,-0.45,31.9,None
Hyundai i20,2024,2918.1,108.1,23.1,97.0,8.81,0.32,-1.77,25.5,P0101
Jeep Compass,2023,2892.0,109.8,32.7,89.4,54.7,-0.51,2.55,21.6,None
Mahindra Bolero,2017,2579.5,100.2,65.4,93.6,52.23,-1.03,-1.56,18.0,P0300
Toyota Fortuner,2021,1626.1,67.2,50.7,97.8,30.5,-1.06,-2.97,32.6,None
Hyundai Tucson,2019,929.5,43.0,32.3,85.3,17.22,2.62,-2.43,29.8,None
Renault Kiger,2024,1743.6,40.0,92.4,90.5,33.2,-0.84,1.98,29.2,P2463
Skoda Kushaq,2022,1768.4,70.0,20.2,90.8,33.33,-1.24,-1.62,18.7,None
Hyundai Tucson,2018,982.6,37.0,46.1,86.8,2.88,2.02,-2.48,31.9,P0101
Maruti Suzuki Ertiga,2024,1540.1,49.1,55.1,137.0,29.18,1.22,2.42,34.4,P0117
Kia Carens,2020,3027.3,107.6,50.2,85.7,57.38,-0.52,-2.99,28.9,None
MG Hector,2018,788.0,32.4,46.8,131.9,14.36,-1.02,-1.08,32.7,P0117
Kia Sonet,2023,1216.8,46.7,10.7,97.3,3.45,3.54,-2.81,14.5,P0101
Audi Q5,2019,1565.5,66.8,55.5,87.3,30.23,2.65,1.64,33.2,None
Toyota Fortuner,2020,2423.4,84.5,45.0,91.5,46.55,18.64,21.92,32.6,P0171
Tata Punch,2015,1582.5,61.6,24.9,85.4,30.11,-0.54,1.22,20.2,None
Mercedes-Benz GLC,2020,2984.7,122.7,59.2,91.3,56.92,1.97,-0.34,44.2,None
Renault Kwid,2021,2490.9,88.7,27.4,95.7,47.7,-2.53,2.7,16.7,None
Jeep Compass,2023,1774.5,77.3,31.5,96.9,5.37,-2.1,-0.44,19.8,P0101
Toyota Urban Cruiser,2015,2897.0,108.0,29.3,95.2,54.31,0.31,0.02,18.2,None
Toyota Urban Cruiser,2016,2923.7,116.4,57.1,86.8,55.2,3.7,-1.28,38.7,None
Kia Seltos,2015,2613.6,103.2,35.0,89.4,49.42,-3.06,-1.88,22.3,None
Tata Nexon,2024,1455.5,46.9,37.0,86.2,27.76,-0.31,1.59,21.5,None
Maruti Suzuki Ertiga,2024,2321.3,96.6,35.5,96.7,6.86,2.4,0.08,20.8,P0101
Tata Punch,2018,1025.0,39.4,18.9,85.7,3.12,-2.72,-0.98,15.7,P0101
Skoda Slavia,2021,2643.4,109.4,59.3,92.7,49.49,1.24,-2.0,40.3,None
BMW X5,2024,3354.8,122.9,59.5,85.3,59.19,-1.07,-0.2,15.6,P0300
Maruti Suzuki Alto,2021,3326.7,117.7,24.7,97.8,62.62,-0.0,0.25,26.0,None
Skoda Kushaq,2022,1505.3,60.0,43.1,87.4,28.74,-1.06,-0.77,34.7,None
Mahindra XUV700,2019,1438.9,48.0,36.5,88.1,4.13,1.95,-2.15,28.7,P0101
Hyundai Verna,2015,2641.1,107.9,22.2,129.4,50.23,0.63,-0.43,25.3,P0117
Hyundai Tucson,2015,1399.7,48.2,16.3,86.0,27.11,2.13,-0.01,21.2,None
Audi Q5,2015,2067.4,82.7,41.4,97.6,39.36,-3.98,1.36,23.9,None
Ford EcoSport,2019,3287.7,117.4,53.6,88.8,62.83,-3.77,0.65,32.7,None
Mahindra XUV700,2018,1959.0,64.5,11.3,90.4,37.6,-0.59,0.31,19.7,None
Maruti Suzuki Vitara Brezza,2024,1483.0,48.5,18.2,86.6,27.83,2.04,-1.11,13.5,None
Renault Kwid,2019,2368.6,86.5,30.9,94.9,45.0,3.13,-2.91,30.3,None
MG Hector,2016,3505.3,122.1,55.4,95.9,60.33,1.96,-0.49,17.3,P0300
Maruti Suzuki Swift,2019,1821.5,77.3,52.9,93.6,34.51,-2.64,-2.88,38.6,None
Mahindra Bolero,2024,1849.9,67.9,49.4,91.8,5.6,-2.14,0.81,39.7,P0101
Hyundai Creta,2023,1046.4,36.6,22.8,93.7,20.38,-0.49,1.01,16.0,None
Nissan Magnite,2019,2871.9,114.2,19.2,93.1,54.92,2.65,-0.96,15.6,None
Tata Harrier,2023,741.1,30.8,20.3,87.7,14.26,-2.4,0.05,24.2,None
Toyota Glanza,2019,1899.7,66.7,37.8,93.7,35.61,-0.63,-1.96,24.6,None
Maruti Suzuki Dzire,2024,2001.1,79.6,34.7,95.7,38.16,1.02,-1.38,30.8,None
Hyundai Alcazar,2019,1195.2,40.4,21.3,91.0,3.48,2.27,-2.27,16.1,P0101
Honda Amaze,2019,3152.9,123.5,19.7,132.7,60.62,-1.86,0.96,19.8,P0117
Mahindra Bolero,2023,1385.6,40.0,85.0,87.8,25.61,-3.91,0.7,23.6,P2463
Maruti Suzuki Dzire,2019,2719.9,94.4,57.1,88.8,51.3,-1.82,-0.02,32.1,None
Toyota Fortuner,2024,3330.7,132.5,59.2,96.5,63.04,20.79,21.31,41.6,P0171
Toyota Urban Cruiser,2019,2503.8,101.5,42.9,87.2,47.62,3.72,0.26,25.0,None
Toyota Fortuner,2023,1251.6,40.0,91.5,97.0,23.44,-2.06,-1.63,20.7,P2463
Skoda Kushaq,2021,3153.7,117.4,12.4,91.8,60.39,-3.25,2.98,15.3,None
Tata Tiago,2018,2616.9,102.8,25.1,96.6,50.34,-0.75,0.96,15.7,None
Renault Kwid,2017,3274.5,118.6,28.5,85.8,62.0,0.32,3.0,25.5,None
Nissan Magnite,2022,771.8,39.0,53.1,95.9,14.22,-3.95,-2.82,38.5,None
Hyundai i20,2016,1475.6,40.0,87.3,96.7,28.81,0.81,-2.04,26.5,P2463
Hyundai Venue,2018,1635.8,69.7,24.9,123.9,30.3,2.79,2.05,18.5,P0117
Tata Tigor,2024,2935.8,112.7,34.8,87.3,56.57,29.46,16.09,21.2,P0171
Mahindra Bolero,2024,1195.7,39.3,32.0,88.5,23.31,-2.82,-0.5,25.7,None
Volkswagen Taigun,2015,1878.6,80.2,43.1,126.2,36.32,2.79,0.44,35.7,P0117
Audi Q5,2020,931.5,35.1,43.8,86.8,18.24,3.0,-0.88,28.7,None
Tata Altroz,2018,1714.8,70.4,42.0,89.2,32.5,0.73,1.06,28.0,None
Nissan Magnite,2020,3302.7,122.9,37.2,93.3,62.14,22.41,17.39,32.0,P0171
Tata Nexon,2018,1342.5,40.0,97.1,96.1,25.96,0.25,-0.6,33.1,P2463
Mahindra Marazzo,2018,1485.4,46.9,57.8,89.8,28.15,2.39,2.9,39.4,None
Mahindra Thar,2024,1864.6,65.4,14.8,95.7,35.46,0.16,-1.88,19.1,None
Toyota Fortuner,2023,1972.2,65.6,59.1,95.0,37.27,1.77,2.13,43.7,None
Mahindra Bolero,2020,2526.1,98.9,48.2,92.9,48.69,24.08,15.91,35.6,P0171
Mahindra XUV700,2023,2849.9,108.9,50.9,92.6,54.83,2.8,2.79,33.5,None
Ford EcoSport,2017,2123.5,88.6,47.4,89.8,40.47,20.66,21.09,31.9,P0171
Hyundai Tucson,2022,2558.6,88.5,11.5,97.2,48.74,2.65,2.75,10.5,None
Ford EcoSport,2023,3298.9,117.4,52.8,90.5,62.16,-1.38,-1.64,29.8,None
Skoda Kushaq,2016,2963.2,99.0,45.6,93.4,52.67,-1.07,1.54,17.9,P0300
Maruti Suzuki Vitara Brezza,2018,794.8,27.5,41.0,94.4,14.38,-3.93,-1.1,29.5,None
Hyundai Verna,2022,2000.0,40.0,91.7,91.7,41.07,1.33,-1.51,33.2,P2463
Tata Tiago,2015,1064.1,46.6,11.7,130.0,19.83,-0.16,0.86,18.3,P0117
Tata Tigor,2024,2248.5,89.2,42.7,90.8,42.16,-1.92,1.66,30.3,None
Mercedes-Benz GLC,2020,1992.0,40.0,92.4,92.6,37.4,1.71,1.99,16.6,P2463
Honda Amaze,2020,917.4,35.3,30.3,96.3,18.03,3.66,2.65,17.2,None
Toyota Fortuner,2019,768.4,21.3,39.8,88.2,14.14,-2.22,-2.64,24.0,None
Maruti Suzuki Baleno,2015,1496.0,65.5,57.8,91.3,28.02,-0.82,2.61,37.0,None
Kia Seltos,2018,3460.9,138.5,57.8,138.4,65.96,3.21,-0.3,31.8,P0117
Audi Q5,2018,704.4,20.4,15.5,86.7,13.74,1.85,-1.77,11.9,None
Toyota Innova Hycross,2021,3221.9,130.8,39.5,91.3,61.73,23.66,18.79,27.3,P0171
Mahindra XUV700,2017,2068.5,69.2,12.8,86.2,38.56,-0.52,-0.12,10.9,None
Tata Sierra,2024,2927.5,116.2,56.6,91.6,55.31,-2.75,1.4,42.9,None
Skoda Slavia,2020,2000.0,40.0,81.2,96.3,63.22,-2.73,-1.68,39.4,P2463
Skoda Slavia,2022,1790.4,74.0,41.4,86.7,33.65,1.55,2.48,24.5,None
Mercedes-Benz GLC,2022,849.6,30.7,16.8,90.9,16.53,0.21,1.49,13.0,None
Honda Amaze,2017,3378.3,129.8,54.1,97.9,9.98,3.5,0.61,40.2,P0101
Maruti Suzuki Vitara Brezza,2019,2309.2,89.2,47.5,89.0,43.3,-2.87,-0.26,33.5,None
Maruti Suzuki Dzire,2018,750.3,26.2,92.6,93.3,14.0,0.13,0.53,25.2,P2463
Audi Q5,2018,1750.9,70.0,15.5,93.1,33.88,0.35,1.22,11.5,None
Renault Kwid,2018,3095.4,126.9,11.9,88.2,9.27,-1.5,0.9,20.5,P0101
Renault Kwid,2021,1106.3,39.1,57.5,89.4,21.3,0.9,-0.71,34.1,None
Tata Tiago,2017,1676.2,62.1,10.2,85.7,31.34,0.96,0.01,14.7,None
MG Astor,2017,1704.0,58.1,50.9,95.6,33.0,24.85,24.58,40.1,P0171
Nissan Magnite,2018,766.1,27.3,51.0,87.8,14.72,0.55,-1.39,37.3,None
Mahindra Marazzo,2017,713.3,23.3,12.1,89.4,14.29,-3.85,-0.63,19.7,None
Tata Tiago,2021,1999.8,80.5,39.8,95.4,37.88,0.89,2.37,24.0,None
Tata Altroz,2024,1919.9,94.9,72.4,97.1,43.58,2.91,1.18,19.3,P0300
Maruti Suzuki Baleno,2015,3257.7,132.4,39.2,87.5,61.75,-2.5,-0.27,32.6,None
Mahindra Scorpio-N,2017,1433.8,45.8,38.2,92.9,26.56,-1.92,-1.69,29.7,None
Mahindra XUV700,2022,1559.4,51.5,47.8,93.9,29.48,-2.99,-1.6,35.4,None
Tata Tiago,2023,2934.5,111.7,52.8,86.7,56.25,1.25,-1.99,33.3,None
Tata Tigor,2024,2010.0,71.1,36.9,92.6,38.43,-0.03,0.94,22.3,None
Tata Tigor,2015,2957.9,103.1,42.9,87.9,56.06,-1.12,1.55,30.6,None
Jeep Compass,2023,960.4,44.4,15.7,93.5,17.96,25.52,19.71,12.5,P0171
Hyundai Verna,2023,946.3,42.2,29.5,88.4,18.72,25.87,24.84,27.3,P0171
